utterance,intent
list all flights from seattle on continental which depart after 430 pm ,flight
now get me from pittsburgh to denver ,flight
what is the cheapest round trip fare between boston and san francisco ,airfare
list daily flights from denver to baltimore ,flight
flights from cincinnati to los angeles departing after 718 am ,flight
i'd like to fly from philadelphia to dallas through atlanta ,flight
san francisco to denver ,flight
i would like to book an early morning flight from tampa to charlotte on april sixth ,flight
are there delta flights leaving atlanta ,flight
what's the cheapest one way flight from oakland to washington dc ,flight
what does the fare code yn mean ,abbreviation
i want a flight from philadelphia to dallas that at least has one stop ,flight
what are the flights that leave detroit and arrive in chicago around 7 pm next wednesday ,flight
give me a flight from tampa to charlotte on sunday ,flight
i'd like a flight from columbus to phoenix stopping in cincinnati and serving dinner what's available ,flight
show any flights leaving san francisco on sunday and arriving in pittsburgh ,flight
what does hou mean ,abbreviation
show me the flights from philadelphia to atlanta georgia ,flight
list all arrivals from any airport to baltimore on thursday morning arriving before 9 am ,flight
what flights are available tuesday afternoon from pittsburgh to atlanta ,flight
list the shortest flight from san jose to houston ,flight
list flights from atlanta to boston on wednesday afternoon and thursday morning ,flight
show me the economy flights from baltimore to dallas ,flight
list the flights arriving in baltimore from pittsburgh on august third ,flight
i would like to see the economy fares for pittsburgh to philadelphia ,airfare
what's a flight that goes from baltimore to seattle ,flight
tell me about flights from indianapolis to houston ,flight
list flights leaving denver and arriving in orlando on saturday departing after 12 pm ,flight
is there a flight departing from san francisco and arriving in oakland on november seventh in the evening ,flight
give me all the flights from new york to miami round trip with costs less than 466 dollars ,flight
show me the daily flight schedule between boston and pittsburgh ,flight
find travel arrangements for a round trip flight from dallas to pittsburgh ,flight
i need a flight leaving pittsburgh next monday arriving in fort worth before 10 am ,flight
show flights from memphis to las vegas ,flight
what are the two american airlines flights that leave from dallas to san francisco in the evening ,flight
which airlines serve pittsburgh ,airline
nonstop flights seattle to kansas city ,flight
i would like to fly from boston to san francisco ,flight
show me all flights from miami to new york ,flight
what ground transportation is there from the airport in atlanta to downtown ,ground_service
what flights are there from phoenix to milwaukee ,flight
i would like the first flight into houston from dallas on march first and the last flight from houston to dallas on march first ,flight
i'd like information on a flight from atlanta to denver a morning flight ,flight
show flights from san francisco to denver on either wednesday the twenty third or thursday the twenty fourth ,flight
i'd also like to see a list of the flights from pittsburgh to atlanta ,flight
flights from kansas city to cleveland on wednesday arriving before 5 pm ,flight
show me flights from pittsburgh to philadelphia ,flight
show me the list of us air flights between boston and dc ,flight
what airlines from washington dc to columbus ,airline
what are the united airlines flights between baltimore and denver on august twelfth ,flight
i would like the flight number and the time for the cheapest fare that is the least expensive first class fare from san francisco to pittsburgh leaving after 8 pm monday night ,flight_no
i would like to fly from atlanta to san francisco with a stopover in dallas ,flight
what flights leave phoenix on american airlines ,flight
